sensor_id,lat,lon
740,42.69399999999999,23.336999999999993
754,42.62600000000001,23.378
788,42.70799999999998,23.31200000000001
1019,42.64300000000002,23.408999999999995
1472,42.644,23.336999999999993
1764,42.621999999999986,23.36599999999999
2036,42.657000000000004,23.348999999999993
2040,42.68600000000003,23.351
2216,42.663999999999994,23.372999999999998
2224,42.651,23.335
2228,42.69300000000001,23.333
2234,42.68499999999998,23.355999999999998
2262,42.692,23.324
2264,42.67100000000002,23.30999999999999
2294,42.644999999999996,23.264999999999993
2323,42.68600000000003,23.39999999999999
3092,42.66599999999997,23.283999999999995
3096,42.70000000000002,23.36000000000001
3102,42.664999999999985,23.392000000000007
3326,42.62300000000001,23.336
3328,42.67499999999998,23.355999999999998
3428,42.62400000000002,23.405999999999995
3436,42.69299999999999,23.358999999999998
3474,42.67999999999997,23.293000000000006
3500,42.70299999999998,23.349
3512,42.683,23.334999999999997
3620,42.678,23.254000000000005
3642,42.69399999999999,23.36000000000001
3760,42.68600000000003,23.25099999999999
3832,42.662,23.289
3836,42.702,23.371000000000002
3968,42.64599999999999,23.38
3982,42.654,23.329999999999995
4179,42.649,23.348000000000003
4358,42.70299999999998,23.373
4415,42.66899999999999,23.399
4467,42.664999999999985,23.278000000000006
4469,42.664999999999985,23.293000000000006
4471,42.697999999999986,23.291000000000007
4473,42.625,23.321000000000012
4475,42.654,23.315999999999992
4477,42.62900000000001,23.301
4558,42.70600000000001,23.38
4608,42.70799999999998,23.307999999999996
4617,42.70399999999998,23.38400000000001
4625,42.684999999999974,23.353999999999996
4661,42.68899999999998,23.307000000000006
4799,42.590000000000025,23.396000000000008
5029,42.746999999999986,23.269999999999996
5230,42.669999999999995,23.329000000000004
5294,42.69399999999999,23.341000000000005
5296,42.721,23.33600000000001
5298,42.66899999999999,23.24900000000001
5300,42.67100000000002,23.257999999999996
5326,42.70600000000001,23.322
5354,42.66899999999999,23.230999999999998
5378,42.67499999999998,23.255
5380,42.67999999999998,23.310999999999996
5472,42.684999999999974,23.351
5500,42.698999999999984,23.305000000000003
5514,42.68100000000001,23.288000000000007
5528,42.668,23.28899999999999
5546,42.64800000000001,23.37099999999999
5550,42.71699999999999,23.255999999999986
5564,42.70399999999999,23.303
5566,42.659999999999975,23.274
5629,42.63300000000001,23.29700000000001
5663,42.692,23.363999999999994
5691,42.67999999999998,23.363999999999994
5709,42.68600000000003,23.305999999999997
5777,42.668,23.346
5866,42.726000000000006,23.293999999999993
5879,42.639,23.369000000000014
5889,42.663999999999994,23.37099999999999
5907,42.67899999999999,23.328999999999997
5913,42.685,23.355
5917,42.656000000000034,23.301
6024,42.65499999999998,23.29700000000001
6030,42.68200000000001,23.37599999999999
6036,42.687999999999995,23.343000000000007
6038,42.601000000000006,23.471
6040,42.652000000000015,23.38
6042,42.652,23.332
6044,42.661,23.276999999999997
6088,42.686000000000014,23.353999999999996
6090,42.659999999999975,23.31500000000001
6096,42.697999999999986,23.298999999999992
6128,42.673,23.255999999999986
6132,42.69299999999999,23.278000000000006
6134,42.678,23.363999999999994
6136,42.66599999999997,23.352999999999998
6140,42.663999999999994,23.283999999999995
6150,42.67100000000002,23.319000000000006
6188,42.652000000000015,23.338000000000005
6190,42.707999999999984,23.404
6192,42.69399999999999,23.28899999999999
6196,42.63099999999998,23.381999999999994
6198,42.621999999999986,23.327
6204,42.601000000000006,23.469000000000005
6224,42.72600000000001,23.341000000000005
6228,42.695,23.281000000000002
6343,42.698999999999984,23.298
6345,42.66700000000002,23.264000000000006
6349,42.64800000000002,23.405999999999995
6351,42.678,23.3
6385,42.690000000000026,23.310999999999996
6389,42.65499999999998,23.36000000000001
6391,42.67200000000002,23.324
6393,42.673,23.280999999999995
6395,42.589,23.357
6417,42.68899999999997,23.26499999999999
6419,42.73699999999999,23.271999999999995
6423,42.707,23.288000000000007
6425,42.643,23.384
6427,42.663,23.307
6433,42.68899999999998,23.259999999999994
6435,42.69399999999999,23.276999999999997
6464,42.69500000000002,23.281999999999996
6466,42.690000000000026,23.363999999999994
6526,42.69299999999999,23.283999999999995
6528,42.663999999999994,23.255
6530,42.68899999999998,23.36599999999999
6534,42.699,23.332
6585,42.676000000000016,23.321000000000012
6587,42.68600000000001,23.363000000000003
6629,42.672,23.335
6674,42.58000000000001,23.421000000000003
6676,42.59400000000002,23.411999999999995
6678,42.734,23.307
6680,42.663999999999994,23.346999999999994
6682,42.70299999999998,23.278000000000006
6694,42.628000000000014,23.37900000000001
6732,42.67499999999998,23.255999999999986
6772,42.65800000000001,23.37900000000001
6782,42.66999999999999,23.283999999999995
6833,42.65499999999998,23.377999999999997
6851,42.729000000000006,23.297000000000008
6899,42.61599999999999,23.35000000000001
6907,42.68399999999998,23.406000000000002
6932,42.649,23.228999999999996
6938,42.707,23.372000000000007
6968,42.64300000000002,23.269999999999996
7022,42.663999999999994,23.404999999999987
7111,42.648999999999994,23.384999999999994
7170,42.65600000000002,23.31200000000001
7182,42.72400000000002,23.29700000000001
7252,42.67,23.269000000000002
7258,42.683,23.335
7335,42.63199999999998,23.377999999999997
7337,42.65099999999998,23.329999999999995
7451,42.687999999999995,23.36000000000001
7474,42.572999999999986,23.426
7582,42.68100000000001,23.28899999999999
7586,42.646,23.291
7612,42.68600000000002,23.271000000000008
7624,42.69700000000001,23.335
7642,42.65800000000001,23.276
7724,42.70299999999999,23.334
7744,42.705,23.328000000000007
7746,42.746999999999986,23.278000000000006
7752,42.63199999999998,23.377999999999997
7768,42.626,23.380999999999986
7776,42.66899999999999,23.346
7834,42.697,23.353000000000005
7836,42.659,23.298
7840,42.63400000000001,23.411
7918,42.625,23.384999999999994
7980,42.736,23.297
8049,42.659,23.46100000000001
8059,42.66899999999999,23.394999999999992
8075,42.677000000000014,23.372999999999994
8077,42.677000000000014,23.276000000000003
8085,42.67700000000001,23.365000000000006
8280,42.64599999999999,23.380999999999986
8282,42.69299999999999,23.338000000000005
8292,42.724,23.306999999999995
8298,42.777000000000015,23.242000000000004
8434,42.66,23.241
8483,42.668,23.31299999999999
8543,42.658,23.38
8754,42.619000000000014,23.36599999999999
8756,42.66999999999999,23.22699999999999
8920,42.64499999999999,23.274
