sensor_id,lat,lon
8975,42.600000000000016,23.476
8996,42.668,23.344
9002,42.72799999999998,23.255999999999986
9203,42.65300000000001,23.262
9229,42.64300000000002,23.283999999999995
9235,42.716,23.218000000000007
9261,42.726000000000006,23.252000000000006
9277,42.67899999999999,23.245
9285,42.707,23.276999999999997
9460,42.663999999999994,23.24099999999999
9462,42.65999999999998,23.26299999999999
9490,42.734,23.288
9676,42.656000000000034,23.292000000000016
9690,42.61400000000001,23.339999999999993
9721,42.644,23.36599999999999
9774,42.67100000000002,23.317000000000004
9867,42.684999999999974,23.24099999999999
9921,42.63699999999997,23.37599999999999
10002,42.67,23.268000000000004
10004,42.65499999999999,23.382999999999996
10006,42.626,23.380999999999986
10022,42.711999999999996,23.37
10075,42.67999999999998,23.286999999999995
10077,42.61900000000002,23.36000000000001
10097,42.66200000000001,23.464999999999993
10099,42.656000000000034,23.37400000000001
10127,42.607999999999976,23.362000000000005
10159,42.69799999999999,23.228
10261,42.60699999999998,23.389000000000006
10350,42.656000000000034,23.389000000000006
10413,42.60199999999998,23.386000000000006
10462,42.656000000000034,23.373
10484,42.60900000000001,23.36200000000001
10608,42.65300000000001,23.368000000000006
10616,42.683,23.288000000000007
10652,42.74199999999999,23.266000000000005
10688,42.687999999999995,23.298999999999992
10706,42.65499999999998,23.33600000000001
10716,42.62,23.31500000000001
10732,42.684999999999974,23.243
10798,42.67399999999999,23.289
10820,42.606,23.355999999999998
10822,42.618,23.323000000000004
10840,42.706,23.32800000000001
10944,42.65700000000001,23.37
10946,42.648,23.368
10954,42.676000000000016,23.26499999999999
10988,42.67200000000002,23.230000000000004
11045,42.715000000000025,23.271000000000004
11053,42.665000000000006,23.381
11071,42.681000000000004,23.296000000000003
11073,42.667,23.4
11075,42.73199999999998,23.310999999999993
11077,42.62600000000002,23.38
11097,42.64800000000002,23.25900000000001
11099,42.64999999999999,23.363999999999997
11124,42.69299999999999,23.31200000000001
11333,42.664999999999985,23.298999999999992
11335,42.62,23.373
11337,42.67700000000001,23.331999999999997
11339,42.683999999999976,23.252000000000006
11347,42.721,23.257999999999996
11351,42.697999999999986,23.341999999999988
11353,42.779,23.24400000000001
11355,42.76999999999999,23.411
11415,42.715000000000025,23.244000000000014
11417,42.691000000000024,23.328999999999997
11468,42.76199999999997,23.430999999999997
11563,42.69600000000002,23.344000000000005
11607,42.707,23.35199999999999
11674,42.70299999999998,23.35199999999999
11676,42.769,23.40499999999999
11682,42.63999999999999,23.309000000000008
11692,42.67200000000002,23.352999999999998
11750,42.655,23.236
11806,42.60199999999998,23.481999999999985
11808,42.63999999999999,23.380999999999986
11832,42.68600000000003,23.298999999999992
11834,42.70700000000001,23.36300000000001
11878,42.676,23.267
11914,42.676,23.284
11940,42.701000000000015,23.281999999999996
11942,42.7,23.339999999999996
11969,42.697999999999986,23.317000000000004
11971,42.68200000000001,23.293999999999993
12077,42.683,23.298999999999992
12101,42.67700000000001,23.333999999999993
12109,42.685,23.358
12195,42.673,23.3
12211,42.65700000000001,23.298999999999992
12217,42.74,23.341000000000005
12219,42.646,23.344
12347,42.709,23.358
12400,42.683,23.26100000000001
12475,42.62400000000002,23.333999999999993
12528,42.62699999999998,23.38
12626,42.683,23.372
12775,42.63,23.383000000000006
12785,42.68100000000001,23.259999999999994
12791,42.678,23.309000000000008
12793,42.683,23.259999999999994
12795,42.66599999999997,23.296000000000003
12803,42.701000000000015,23.276999999999997
13027,42.67999999999998,23.325
13029,42.66100000000003,23.401
13033,42.63199999999998,23.298999999999992
13041,42.72900000000001,23.28899999999999
13209,42.678,23.333
13391,42.751000000000005,23.218999999999998
13399,42.67499999999998,23.25900000000001
13821,42.678,23.293999999999993
13964,42.652000000000015,23.31500000000001
14067,42.684999999999974,23.35000000000001
14069,42.67499999999998,23.328999999999997
14071,42.664999999999985,23.283000000000012
14393,42.677000000000014,23.372000000000003
14622,42.715000000000025,23.290000000000003
15050,42.72400000000002,23.24900000000001
15056,42.673999999999985,23.283999999999995
15477,42.701000000000015,23.296000000000003
16451,42.70799999999998,23.30999999999999
17675,42.692,23.362000000000005
17707,42.61199999999999,23.389000000000006
17835,42.63199999999998,23.36599999999999
17837,42.621,23.369
17873,42.697999999999986,23.346999999999994
17875,42.62099999999999,23.338000000000005
18137,42.63099999999998,23.29700000000001
18167,42.68899999999997,23.404999999999987
18345,42.667,23.293000000000006
18607,42.678,23.36000000000001
18790,42.65,23.384999999999998
18878,42.707,23.377000000000006
19067,42.65,23.304
19069,42.584,23.347
19073,42.697999999999986,23.343000000000007
19244,42.62699999999997,23.303000000000026
19296,42.70000000000002,23.341999999999988
19352,42.63000000000006,23.332000000000022
19512,42.687000000000005,23.31299999999999
19546,42.65999999999998,23.286999999999992
19750,42.662,23.27
19759,42.661,23.276999999999997
19761,42.631,23.408999999999995
19773,42.616,23.350000000000005
20009,42.661,23.26
20021,42.694,23.318
20027,42.687,23.343000000000004
20037,42.63999999999999,23.31200000000001
20062,42.715000000000025,23.307000000000006
20077,42.71100000000001,23.378
20105,42.714,23.309
20111,42.65699999999999,23.248
20113,42.713,23.35
20119,42.716,23.305
20612,42.684999999999995,23.363000000000003
20620,42.721,23.252
20622,42.67,23.354
20624,42.736000000000004,23.346999999999994
20632,42.70299999999998,23.328999999999997
20634,42.659,23.343999999999998
20893,42.69399999999999,23.315
20897,42.601000000000006,23.396999999999995
21011,42.715,23.274
21226,42.690000000000026,23.352999999999998
21228,42.65699999999999,23.30099999999999
21230,42.65700000000001,23.365000000000006
21232,42.673,23.317000000000004
21288,42.70299999999998,23.314000000000007
21871,42.711999999999996,23.376
21873,42.665,23.265
21875,42.707,23.343000000000004
21879,42.70399999999998,23.279
22190,42.612,23.342
22255,42.68399999999998,23.323
22257,42.686000000000014,23.374
22292,42.663000000000004,23.240999999999993
22647,42.725000000000016,23.26800000000001
22651,42.647,23.401000000000007
22930,42.661,23.293000000000006
22938,42.73400000000001,23.29700000000001
23164,42.69300000000001,23.361
23176,42.651999999999994,23.331999999999997
23413,42.665000000000006,23.317000000000004
23421,42.693000000000005,23.323000000000004
23659,42.667,23.326
23847,42.644999999999996,23.331999999999997
24330,42.666,23.286
24332,42.659,23.314
24584,42.72699999999998,23.339999999999996
24680,42.685,23.293000000000006
24856,42.643,23.409
24874,42.647000000000006,23.369000000000007
24956,42.70900000000003,23.38999999999999
25318,42.709999999999994,23.314
25432,42.71799999999999,23.244000000000014
25590,42.64100000000002,23.41399999999999
25797,42.66685000999999,23.364568669999993
25805,42.718,23.244000000000018
26204,42.684,23.468000000000004
27060,42.669431,23.233350899999998
27210,42.668,23.386000000000006
27958,42.65800000000001,23.374
28131,42.63399999999999,23.374
28502,42.713999999999984,23.255999999999993
28610,42.673999999999985,23.353999999999992
28626,42.668,23.363999999999994
28717,42.648,23.325999999999997
28865,42.64600000000001,23.374
28911,42.642,23.31
29197,42.642,23.382
29335,42.68651285000001,23.34807694
29429,42.642,23.366
29531,42.668,23.344
